split,statement_id,original_label,label,label_name,statement,subject,speaker,speaker_job,state_info,party_affiliation,context,text_length_chars,text_length_words
train,10872.json,pants-fire,0,not_credible,says ted cruz said may age difference josh duggars transgressions far less affront god gays,"gays-and-lesbians,marriage",facebook-posts,Social media posting,,none,a meme on a Facebook page,91,15
train,4001.json,pants-fire,0,not_credible,wic program incredibly cost effective program serving nearly million americans year costing less per person district percent residents suffer food insecurity depend wic make ends meet,"children,federal-budget,health-care,hunger,poverty,taxes,women",david-cicilline,mayor of Providence,Rhode Island,democrat,a speech on the floor of the House of Representatives,183,26
train,8598.json,mostly-true,1,credible,last election democrats million votes republicans way districts designed republicans got members house representatives democrats,"bipartisanship,elections,redistricting",lloyd-doggett,Texas congressman in the U.S. Houst of Representatives,Texas,democrat,a guest lecture,128,15
train,6326.json,pants-fire,0,not_credible,says barack obama counted sandy adams approve stimulus spending,"message-machine-2012,stimulus,voting-record",john-mica,U.S. Representative,Florida,republican,a mailer,63,9
train,5016.json,barely-true,0,not_credible,says rep betty sutton supports allowing welfare fund withdrawals strip clubs casinos liquor stores,"government-regulation,welfare",national-republican-congressional-committee,,,republican,a news release,98,14
train,926.json,true,1,credible,stimulus bill contains million removal small mediumsized fish passage barriers million rehabilitate offroading trails atvs,"economy,federal-budget,stimulus",mike-pence,Governor,Indiana,republican,a speech,122,15
train,9789.json,pants-fire,0,not_credible,documents released edward snowden reveal american britishand israeli intelligence agencies worked together create islamic state,"foreign-policy,iraq,israel,military",blog-posting,,,none,stories,127,15
train,14.json,true,1,credible,senator mccain voted bush tax cuts hes,taxes,mitt-romney,Former governor,Massachusetts,republican,"Stratham, N.H.",38,7
train,9005.json,barely-true,0,not_credible,proposal cut income property taxes scott walker increasing state deficit time borrowing already record levels,"debt,deficit,income,state-budget,state-finances,taxes",we-are-wisconsin,,Wisconsin,organization,an email,109,15
train,12304.json,false,0,not_credible,isis making millions dollars week selling libyan oil,"energy,foreign-policy,terrorism",donald-trump,President-Elect,New York,republican,a foreign policy speech,52,8
train,4193.json,true,1,credible,federal government spending percent entire economy versus years ago spent percent,"deficit,federal-budget,taxes",ron-johnson,,Wisconsin,republican,a television interview,81,11
train,11491.json,true,1,credible,today govjaynixon overridden times previous governors mo history moleg,job-accomplishments,peter-kinder,Lieutenant governor,Missouri,republican,a tweet,70,9
train,8068.json,barely-true,0,not_credible,patrick murphy voted obamacare yet reversed voted delay employer mandate individual mandate,"health-care,voting-record",americans-prosperity,,,none,a press release,91,12
train,1879.json,true,1,credible,rick scotts former health care company columbiahca committed fraud,"candidates-biography,health-care",bill-mccollum,,Florida,republican,a statement from his campaign,66,9
train,1678.json,true,1,credible,president obama attempted filibuster justice alito sits supreme court,"supreme-court,abc-news-week",jon-kyl,U.S. Senator,Arizona,republican,"in an interview on ABC News' ""This Week""",69,9
train,10626.json,true,1,credible,polling shows nearly percent national rifle association members support requiring background checks gun sales,"civil-rights,government-regulation,guns",lena-taylor,"State Senator, District 4",Wisconsin,democrat,a news release,109,14
train,13345.json,mostly-true,1,credible,almost georgia students required law attend chronically failing school,education,nathan-deal,,,republican,education conference,70,9
train,966.json,true,1,credible,tens billions dollars taxpayerfunded bailouts flowed straight aig coffers foreign corporations foreign banks,economy,mike-pence,Governor,Indiana,republican,a TV interview,108,13
train,933.json,pants-fire,0,not_credible,know history mankind womankind government federal state local otherwise never created one job,"economy,stimulus",michael-steele,chairman of the Republican National Committee,Maryland,republican,a speech to House Republicans,93,13
train,1732.json,true,1,credible,daniel webster said hes says hes,elections,alan-grayson,U.S. House of Representatives,Florida,democrat,a statement.,32,6
train,10081.json,false,0,not_credible,platform make changes current medicare system current retirees anyone approaching retirement,"health-care,medicare,retirement",tom-cotton,U.S. House of Representatives,Arkansas,republican,a debate,92,11
train,4581.json,barely-true,0,not_credible,says el paso named americas safest large city year san antonio houston dallas nations highest crime rates,"crime,immigration,public-safety",jose-rodriguez,Attorney,Texas,democrat,a press release.,105,17
train,11137.json,true,1,credible,since volvo spurned georgia south carolina early may jobs promising million investments come peach state,"jobs,states",chris-riley,"Chief of Staff, Gov. Nathan Deal",Georgia,republican,an Atlanta Journal-Constitution blog post,104,15
train,11740.json,barely-true,0,not_credible,taking virginias investment public education highest level commonwealths history,"education,state-budget",terry-mcauliffe,Governor,Virginia,democrat,a speech.,80,9
train,6786.json,false,0,not_credible,last four years deficit gone percent consequence president george w bushs policies recession,"debt,deficit,economy",barack-obama,President,Illinois,democrat,"an interview on CBS' ""60 Minutes""",92,13
train,10115.json,mostly-true,1,credible,weve ebola outbreaks around globe theyve never spread outside confines countries initially affected,"ebola,public-health",corey-hebert,,,democrat,"an interview on MSNBC's ""All in with Chris Hayes""",99,13
train,12817.json,mostly-true,1,credible,says donald trump said republican convention alone fix,candidates-biography,hillary-clinton,Presidential candidate,New York,democrat,a speech at the Democratic convention,54,8
train,3851.json,barely-true,0,not_credible,looking barrels oil per day less next year barrels per day less able developed gulf year moratorium new drilling enacted obama administration,"energy,oil-spill,market-regulation",sarah-palin,,Alaska,republican,an interview on Fox News,141,22
train,5676.json,true,1,credible,state country bypassed general assembly authorize instate tuition undocumented immigrants,"education,immigration,states",doreen-costa,State Representative,Rhode Island,republican,a radio talk show.,89,10
train,7459.json,mostly-true,1,credible,stadiums built percent total cost came public sources,"city-government,sports,taxes",duriya-farooqui,"Chief Operating Officer, City of Atlanta",Georgia,none,a presentation,53,8
train,2792.json,pants-fire,0,not_credible,pres obamas finance team recommending tax transactions financial institution,"deficit,economy,taxes",chain-email,,,none,a message via the Internet,76,9
train,5063.json,false,0,not_credible,says new national poll shows majority american people believe gold standard us currency,economy,ron-paul,U.S. representative,Texas,republican,a speech after the Iowa caucuses,87,13
train,6089.json,true,1,credible,says barack obama trying slash funding armed pilots program designed prevent terror attacks,guns,national-rifle-association,,,none,a mailer,91,13
train,10961.json,false,0,not_credible,even nuclear arsenal doesnt work came recently equipment years old dont know worked,"military,nuclear",donald-trump,President-Elect,New York,republican,his presidential announcement speech,83,13
train,1114.json,false,0,not_credible,log governments cash clunkers web site carsgov home computer government seize personal private information track computer activity,"environment,pundits",kimberly-guilfoyle,,,none,the Glenn Beck show,130,17
train,11430.json,mostly-true,1,credible,oil natural gas industry provides supports jobs georgia,jobs,american-petroleum-institute,,,none,a blog post,55,8
train,2563.json,false,0,not_credible,state legislature passed billion tax increases,"message-machine,state-budget,taxes",leah-vukmir,Member of state Assembly,Wisconsin,republican,a campaign brochure distributed door to door,46,6
train,4333.json,mostly-true,1,credible,says current sentencing laws percent convicted felons oregon go prison,criminal-justice,michael-schrunk,Multnomah County District Attorney,Oregon,state-official,a guest column for The Oregonian,70,10
train,1563.json,barely-true,0,not_credible,todd staples recently tried woo supporters rightwing base suggesting agriculture commission cut programs intended feed elderly disabled many veterans,"agriculture,veterans",hank-gilbert,Cattle raiser,Texas,democrat,a press release,149,19
train,1047.json,true,1,credible,first round repayments financial institutions received tarp money government actually turned profit,economy,barack-obama,President,Illinois,democrat,a statement at the White House,99,12
